key,team,kind,class,supportType,label,weapon,secondaryWeapon,hp,speed,size,sight,rotationSpeed,cost,color,driveType,armor_front,armor_side,armor_rear,turret_speed,turret_accel,hullTurnAccel,crew,year,rwm_ref,w_type,w_fire,w_range,w_damage,w_cooldown,w_accuracy,w_supp,w_pen,w_blast
japanese_k_minekaze4,japanese,minekaze,ship,,Japanese MINEKAZE ZERSTÃRER,,,700,1.65,1.6,30,4,12,#6b5a4a,,0,0,0,,,,28,1941,Japanese MINEKAZE ZERSTÃRER,gun,none,,,,,,,
japanese_k_katjapankamikadze,japanese,kamikaze,ship,,KAMIKAZE-BOOT,rwm_japanese_k_katjapankamikadze,,162,8.09,1.6,9,4,4,#6b5a4a,,0,0,0,,,,0,1941,KAMIKAZE-BOOT,gun,direct,6,450,0.3,0.68,8,0,0
japanese_ho_ni_ii,japanese,ho_ni_ii,vehicle,,HO-NI II-HAUBITZE (105mm),,,120,3.63,0.9,9,1.4,3,#6b5a4a,tracked,25,21,18,,,0.9,5,1942,HO-NI II-HAUBITZE (105mm),cannon,none,,,,,,,
japanese_gaub_ho_ro,japanese,ho_ro,vehicle,,Type 4 Ho-Ro (105mm),,,120,3.83,0.9,9,1.4,3,#6b5a4a,tracked,25,21,18,,,0.9,5,1942,Type 4 Ho-Ro (105mm),cannon,none,,,,,,,
none_k_turret_minekaze1,none,100mm,support,,100MM-ARTILLERIE,rwm_none_k_turret_minekaze1,,600,1.65,0.65,11,4,11,#666,,0,0,0,,,,,1940,100MM-ARTILLERIE,gun,direct,69,347,6,0.68,8,0,0
none_m1_87_1_tur1,none,105mm,support,,105MM-HAUBITZE,,,600,1.65,0.65,11,4,11,#666,,0,0,0,,,,,1940,105MM-HAUBITZE,gun,none,,,,,,,
none_k_turret_erebus3,none,flak_37mm,support,,37MM-LUFTABWEHRGESCHÃTZ,,,240,1.65,0.65,11,4,5,#666,,0,0,0,,,,,1940,37MM-LUFTABWEHRGESCHÃTZ,gun,none,,,,,,,
none_k_turret_erebus2,none,45mm,support,,45MM,rwm_none_k_turret_erebus2,,180,1.65,0.65,11,4,4,#666,,0,0,0,,,,,1940,45MM,gun,direct,55,150,3,0.68,8,0,0
none_k_turret_minekaze2,none,flak45mm,support,,45MM-LUFTABWEHRPOSTEN,,,180,1.65,0.65,11,4,4,#666,,0,0,0,,,,,1940,45MM-LUFTABWEHRPOSTEN,gun,none,,,,,,,
none_bw_tur,none,5cm,support,,5CM PAK 38,rwm_none_bw_tur,,120,1.65,0.65,11,4,3,#666,,0,0,0,,,,,1941,5CM PAK 38,gun,direct,41,200,4,0.68,8,0,0
none_bw_tur_2,none,75mm,support,,75mm PzIV Turm,rwm_none_bw_tur_2,,120,1.65,0.65,11,4,3,#666,,0,0,0,,,,,1940,75mm PzIV Turm,gun,direct,47,450,4.25,0.68,8,0,0
none_m1_87_1_tur3,none,85mm,support,,85MM-AA-KANONE,,,300,1.65,0.65,11,4,6,#666,,0,0,0,,,,,1940,85MM-AA-KANONE,gun,none,,,,,,,
none_mbv2_tur1,none,76mm,support,,"ARTILLERIE, 76MM",rwm_none_mbv2_tur1,,240,1.65,0.65,11,4,5,#666,,0,0,0,,,,,1940,"ARTILLERIE, 76MM",gun,direct,75,450,3.8,0.68,8,0,0
none_k_turret_klaus2,none,7_5cm,support,,"ARTILLERIE,7,5CM",rwm_none_k_turret_klaus2,,700,1.65,0.65,11,4,12,#666,,0,0,0,,,,,1940,"ARTILLERIE,7,5CM",gun,direct,60,450,4.5,0.68,8,0,0
none_m1_87_1_tur2,none,bm_13,support,,BM-13 KATYUSHA RL,,,60,1.65,0.65,11,4,2,#666,,0,0,0,,,,,1941,BM-13 KATYUSHA RL,gun,none,,,,,,,
none_none,none,geb_ude,support,,GEBÃUDE,,,48,1.65,0.65,18,4,2,#666,,0,0,0,,,,,1940,GEBÃUDE,gun,none,,,,,,,
none_xasan_tur1,none,130mm,support,,"HAUPTKALIBER, 150MM",,,700,1.65,0.65,11,4,12,#666,,0,0,0,,,,,1940,"HAUPTKALIBER, 150MM",gun,none,,,,,,,
none_k_turret_klaus1,none,13cm,support,,"HAUPTKALIBER, 2X13CM",,,700,1.65,0.65,11,4,12,#666,,0,0,0,,,,,1940,"HAUPTKALIBER, 2X13CM",gun,none,,,,,,,
none_k_turret_erebus1,none,203mm,support,,"HAUPTKALIBER, 8/50 (20,3cm)",,,700,1.65,0.65,11,4,12,#666,,0,0,0,,,,,1940,"HAUPTKALIBER, 8/50 (20,3cm)",gun,none,,,,,,,
none_aontank,none,infanterie,support,,INFANTERIE,rwm_none_aontank,,60,1.65,0.65,15,4,2,#666,,0,0,0,,,,,1940,INFANTERIE,gun,direct,39,17,0.3,0.68,8,0,0
none_k_turret_klaus3,none,aa_3_7cm,support,,"LUFTABWEHR, 2X3,7CM",,,120,1.65,0.65,11,4,3,#666,,0,0,0,,,,,1940,"LUFTABWEHR, 2X3,7CM",gun,none,,,,,,,
none_xasan_tur3,none,flak76mm,support,,"LUFTABWEHRKANONE, 76MM",rwm_none_xasan_tur3,,700,1.65,0.65,11,4,12,#666,,0,0,0,,,,,1940,"LUFTABWEHRKANONE, 76MM",gun,direct,73,220,0.3,0.68,8,0,0
none_xasan_tur2,none,flak45mm,support,,"LUFTABWEHRPOSTEN, 45MM",,,60,1.65,0.65,11,4,2,#666,,0,0,0,,,,,1940,"LUFTABWEHRPOSTEN, 45MM",gun,none,,,,,,,
none_m1_t34_tur,none,76mm,support,,T-34 GESCHÃTZTURM,rwm_none_m1_t34_tur,,300,1.65,0.65,11,4,6,#666,,0,0,0,,,,,1941,T-34 GESCHÃTZTURM,gun,direct,45,450,4.5,0.68,8,0,0
none_none_2,none,testportal,support,,TESTPORTAL,,,48,1.65,0.65,18,4,2,#666,,0,0,0,,,,,1940,TESTPORTAL,gun,none,,,,,,,
none_180mm_bashn_vagon,none,180mm,support,,TM-1-180,,,700,1.65,0.65,11,4,12,#666,,0,0,0,,,,,1940,TM-1-180,gun,none,,,,,,,
none_tm_3_12_bashn,none,305mm,support,,TM-3-12,,,700,1.65,0.65,11,4,12,#666,,0,0,0,,,,,1940,TM-3-12,gun,none,,,,,,,
none_bw_ww_up,none,wirbel,support,,WIRBELWIND,rwm_none_bw_ww_up,,120,1.65,0.65,11,4,3,#666,,0,0,0,,,,,1940,WIRBELWIND,gun,direct,41,65,0.3,0.68,8,0,0
other_turret_flak,other,flak,support,,"Flak Battery (20mm flakvierling38 l/112,5)",rwm_other_turret_flak,,700,1.65,0.65,15,4,12,#666,,30,26,21,3,1.5,,5,1940,"Flak Battery (20mm flakvierling38 l/112,5)",aa,direct,36,96,0.3,0.72,18,29,0
other_agit_jp,other,car,vehicle,,Car Citroen,,,60,9,0.9,12,3,2,#666,wheeled,25,21,18,,,2.5,1,1940,Car Citroen,gun,none,,,,,,,
other_avt_kurogan,other,car,vehicle,,Car Kurogan,,,60,9,0.9,12,3,2,#666,wheeled,25,21,18,,,2.5,1,1940,Car Kurogan,gun,none,,,,,,,
other_horch,other,limo,vehicle,,Limousine,,,60,9,0.9,12,3,2,#666,wheeled,25,21,18,,,2.5,1,1940,Limousine,gun,none,,,,,,,
other_gertan,other,crew,infantry,,Crew (Smg),rwm_other_gertan,,30,1.65,0.5,18,8,2,#666,,0,0,0,,,,,1940,Crew (Smg),gun,direct,32,40,0.3,0.68,8,0,0
other_mgbunker,other,flamecase,support,,Flamethrower casemate,rwm_other_mgbunker,,700,1.65,0.65,18,4,12,#666,,0,0,0,,,,1,1940,Flamethrower casemate,gun,direct,16,10,0.3,0.68,8,0,0
other_foxhole,other,foxhole,support,,Foxhole (2 Soldiers),,,240,1.65,0.65,17,4,5,#666,,0,0,0,,,,1,1940,Foxhole (2 Soldiers),gun,none,,,,,,,
other_mgbunker_2,other,mg42_casemate,support,,MG42 Casemate,rwm_other_mgbunker_2,,700,1.65,0.65,8,4,12,#666,,0,0,0,,,,1,1940,MG42 Casemate,gun,direct,60,46,0.3,0.68,8,0,0
other_graben,other,trench,support,,Trench (1 crew - 5 soldiers),,,480,1.65,0.65,17,4,9,#666,,0,0,0,,,,1,1940,Trench (1 crew - 5 soldiers),gun,none,,,,,,,
other_truck94,other,truck,support,supply,Truck,,,60,8.58,0.65,12,4,2,#666,,0,0,0,,,,2,1940,Truck,gun,none,,,,,,,
other_gun_gn1,other,105mm_arty,support,,105mm Fieldgun (60 shells unreloadable),,,210,0.6,0.65,12,4,5,#666,,0,0,0,,,,,1940,105mm Fieldgun (60 shells unreloadable),mortar,none,,,,,,,
other_gu152hr,other,150mm_arty,support,,150mm Fieldgun (50 shells unreloadable),,,300,0.6,0.65,12,4,6,#666,,0,0,0,,,,,1940,150mm Fieldgun (50 shells unreloadable),mortar,none,,,,,,,
other_coast_gn1,other,coast,support,,Coast gun type 1,,,576,0.6,0.65,8,4,11,#666,,0,0,0,,,,,1940,Coast gun type 1,mortar,none,,,,,,,
other_bear,other,bear,support,,Bear,rwm_other_bear,,45,2.97,0.65,8,4,2,#666,,0,0,0,,,,,1940,Bear,gun,direct,13,5,0.3,0.68,8,0,0
other_sheep,other,schaf,support,,Schaf,rwm_other_sheep,,30,2.97,0.65,8,4,2,#666,,0,0,0,,,,,1940,Schaf,gun,direct,13,5,0.3,0.68,8,0,0
other_t_34,other,material,support,,Spare parts - Ersatzteile,,,60,1.65,0.65,18,4,2,#666,,0,0,0,,,,,1940,Spare parts - Ersatzteile,gun,none,,,,,,,
other_nofile,other,ammo_1000,support,,ammunition crate - 1000,,,60,1.65,0.65,18,4,2,#666,,0,0,0,,,,,1940,ammunition crate - 1000,gun,none,,,,,,,
other_nofile_2,other,ammo_2_000,support,,ammunition crate - 2.000,,,60,1.65,0.65,18,4,2,#666,,0,0,0,,,,,1940,ammunition crate - 2.000,gun,none,,,,,,,
other_nofile_3,other,ammo_3_000,support,,ammunition crate - 3.000,,,60,1.65,0.65,18,4,2,#666,,0,0,0,,,,,1940,ammunition crate - 3.000,gun,none,,,,,,,
other_nofile_4,other,ammo_5_000,support,,ammunition crate - 5.000,,,60,1.65,0.65,18,4,2,#666,,0,0,0,,,,,1940,ammunition crate - 5.000,gun,none,,,,,,,
other_cow,other,cow,support,,cow,rwm_other_cow,,30,2.97,0.65,8,4,2,#666,,0,0,0,,,,,1940,cow,gun,direct,13,5,0.3,0.68,8,0,0
other_locomotive2,other,zugmaschine,train,,GEPANZERTE LOKOMOTIVE,,,700,1.65,0.65,10,4,12,#666,,0,0,0,,,,3,1940,GEPANZERTE LOKOMOTIVE,gun,none,,,,,,,
other_m1_t34_1,other,pz4,train,,GEPANZERTER WAGGON (PZ4 75mm),,,700,1.65,0.65,10,4,12,#666,,0,0,0,,,,10,1940,GEPANZERTER WAGGON (PZ4 75mm),gun,none,,,,,,,
other_m1_87_1,other,m1_87,train,,GEPANZERTER WAGGON/87,,,700,1.65,0.65,10,4,12,#666,,0,0,0,,,,14,1940,GEPANZERTER WAGGON/87,gun,none,,,,,,,
other_m1_t34_1_2,other,m1_t_34,train,,GEPANZERTER WAGGON/T34,,,700,1.65,0.65,10,4,12,#666,,0,0,0,,,,10,1940,GEPANZERTER WAGGON/T34,gun,none,,,,,,,
other_mbv2_1,other,mbv_2,train,,MBV2,,,700,1.65,0.65,10,4,12,#666,,0,0,0,,,,20,1940,MBV2,gun,none,,,,,,,
other_locomotive_r2,other,zugmaschine,train,,MITTLERE GEPANZERTE LOKOMOTIVE,,,700,1.65,0.65,10,4,12,#666,,0,0,0,,,,4,1940,MITTLERE GEPANZERTE LOKOMOTIVE,gun,none,,,,,,,
other_pandus2,other,eine_rampe,train,,RAMPE,,,450,1.65,0.65,10,4,9,#666,,0,0,0,,,,,1940,RAMPE,gun,none,,,,,,,
other_bw1,other,steyer,train,,SCHIENENPANZER STEYER/PAK 38,,,600,1.65,0.65,10,4,11,#666,,0,0,0,,,,5,1941,SCHIENENPANZER STEYER/PAK 38,gun,none,,,,,,,
other_bw1_2,other,steyer,train,,SCHIENENPANZER STEYER/WIRBELWIND,,,600,1.65,0.65,10,4,11,#666,,0,0,0,,,,5,1940,SCHIENENPANZER STEYER/WIRBELWIND,gun,none,,,,,,,
other_180mm_vagon_90,other,tm_1_180,train,,TM-1-180,,,700,1.65,0.65,10,4,12,#666,,0,0,0,,,,18,1940,TM-1-180,gun,none,,,,,,,
other_tm_3_12_na12,other,tm_3_12,train,,TM-3-12,,,700,1.65,0.65,10,4,12,#666,,0,0,0,,,,18,1940,TM-3-12,gun,none,,,,,,,
other_2597chi_ha,other,dinghy,ship,,Flosssack - rubber dinghy,rwm_other_2597chi_ha,,72,3.47,1.6,15,4,2,#666,,0,0,0,,,,1,1940,Flosssack - rubber dinghy,gun,direct,45,60,0.3,0.68,8,0,0
other_sniper,other,ai_scout,infantry,,AI Scout (only for Single Player!),,,60,2.15,0.5,30,8,2,#666,,0,0,0,,,,,1940,AI Scout (only for Single Player!),rifle,none,,,,,,,
other_elitsniperg,other,elit_sniper,infantry,,Elite SNIPER of Officer rang,rwm_other_elitsniperg,,30,1.65,0.5,21,8,2,#666,,0,0,0,,,,,1940,Elite SNIPER of Officer rang,rifle,direct,67,114,6,0.62,6,0,0
other_radio_operator,other,radioman,infantry,,Field Radio Operator (haviest Artillery),,,30,1.98,0.5,20,8,2,#666,,0,0,0,,,,,1940,Field Radio Operator (haviest Artillery),rifle,none,,,,,,,
other_radio_operator_2,other,radioman,infantry,,Field Radio Operator (heavy Artillery),,,30,1.98,0.5,20,8,2,#666,,0,0,0,,,,,1940,Field Radio Operator (heavy Artillery),rifle,none,,,,,,,
other_radio_operator_3,other,radioman,infantry,,Field Radio Operator (light Artillery),,,30,1.98,0.5,20,8,2,#666,,0,0,0,,,,,1940,Field Radio Operator (light Artillery),rifle,none,,,,,,,
other_radio_operator_4,other,radioman,infantry,,Field Radio Operator (medium Artillery),,,30,1.98,0.5,20,8,2,#666,,0,0,0,,,,,1940,Field Radio Operator (medium Artillery),rifle,none,,,,,,,
other_general,other,general,infantry,,General (Pistol),rwm_other_general,,30,1.32,0.5,20,8,2,#666,,0,0,0,,,,,1940,General (Pistol),rifle,direct,32,60,0.73,0.62,6,0,0
other_doficer,other,officer_pistol,infantry,,Officer (Pistol),rwm_other_doficer,,30,1.65,0.5,23,8,2,#666,,0,0,0,,,,,1940,Officer (Pistol),rifle,direct,32,60,0.73,0.62,6,0,0
other_sapper,other,pio_10,infantry,,Pioneer (10 Mines - unreloadable),rwm_other_sapper,,60,1.65,0.5,20,8,2,#666,,0,0,0,,,,,1940,Pioneer (10 Mines - unreloadable),rifle,direct,46,100,3,0.62,6,0,0
other_rguner,other,riflemen,infantry,,Rifleman (Bolt Action Rifle),rwm_other_rguner,,30,1.65,0.5,20,8,2,#666,,0,0,0,,,,,1940,Rifleman (Bolt Action Rifle),rifle,direct,45,100,2.5,0.62,6,0,0
other_sapper_2,other,sapper,infantry,,Sapper (2x Mines - 1x explosive charge),rwm_other_sapper_2,,60,1.65,0.5,20,8,2,#666,,0,0,0,,,,,1940,Sapper (2x Mines - 1x explosive charge),rifle,direct,46,100,3,0.62,6,0,0
other_sniper_2,other,sniper,infantry,,Sniper,rwm_other_sniper_2,,30,1.65,0.5,21,8,2,#666,,0,0,0,,,,,1940,Sniper,rifle,direct,65,114,4.13,0.62,6,0,0
other_rmgun,other,smg,infantry,,Soldier (Submachine-Gun),rwm_other_rmgun,,30,1.65,0.5,20,8,2,#666,,0,0,0,,,,,1940,Soldier (Submachine-Gun),rifle,direct,32,40,0.3,0.62,6,0,0
other_hmgunet,other,light_mg,infantry,,Soldier (light Machinegun),rwm_other_hmgunet,,36,1.98,0.5,20,8,2,#666,,0,0,0,,,,,1940,Soldier (light Machinegun),rifle,direct,48,55,0.3,0.62,6,0,0
other_civil,other,civilian,infantry,,civilian,rwm_other_civil,,60,1.65,0.5,20,8,2,#666,,0,0,0,,,,,1940,civilian,rifle,direct,46,100,3,0.62,6,0,0
other_depot,other,depot,support,,Depot,,,120,1.65,0.65,9,4,3,#666,,0,0,0,,,,2,1940,Depot,gun,none,,,,,,,
other_garage,other,garage,support,,Garage - repair shop,,,300,5.74,0.65,12,4,6,#666,,0,0,0,,,,4,1940,Garage - repair shop,gun,none,,,,,,,
russian_25mm_72_k,russian,25mm_aa,support,,25mm Anti-Aircraft Gun obr.40 72-K,rwm_russian_25mm_72_k,,240,0.79,0.65,20,4,5,#5a5f50,,40,34,28,3,1.5,,,1941,25mm Anti-Aircraft Gun obr.40 72-K,aa,direct,76,69,0.35,0.72,18,21,0
russian_gun_zenr,russian,37mm_aa,support,,"37mm AA-Gun ZP 1939 L/62,6",rwm_russian_gun_zenr,,180,0.6,0.65,20,4,4,#5a5f50,,40,34,28,3,1.5,,,1941,"37mm AA-Gun ZP 1939 L/62,6",aa,direct,90,72,0.33,0.72,18,22,0
russian_t_90,russian,t_90_aa,support,,"T-60-3 AA-Tank (2x 12,7mm DShK-38)",rwm_russian_t_90,,126,4.78,0.65,8,4,3,#5a5f50,,35,30,25,3,1.5,,2,1941,"T-60-3 AA-Tank (2x 12,7mm DShK-38)",aa,direct,45,100,0.3,0.72,18,30,0
russian_flak85,russian,r_85mm_aa,support,,"USSR 85mm AA-Gun ZP 1939 L/51,6",rwm_russian_flak85,,360,0.6,0.65,20,4,7,#5a5f50,,40,34,28,3,1.5,,,1941,"USSR 85mm AA-Gun ZP 1939 L/51,6",aa,direct,90,450,2.5,0.72,18,180,0
russian_zen_r,russian,zis_42_aa,support,,Zis-42 AA-Truck (37mm 61-k-1939),rwm_russian_zen_r,,72,6.6,0.65,19,4,2,#5a5f50,,8,7,6,3,1.5,,4,1941,Zis-42 AA-Truck (37mm 61-k-1939),aa,direct,52,100,0.3,0.72,18,30,0
russian_zis5aa,russian,zis5_aa,support,,Zis-5 mobile AA (12.7mm AA-double Dshk),rwm_russian_zis5aa,,72,6.6,0.65,19,4,2,#5a5f50,,12,10,8,3,1.5,,2,1941,Zis-5 mobile AA (12.7mm AA-double Dshk),aa,direct,44,80,0.3,0.72,18,24,0
russian_ba_10,russian,ba_10,vehicle,,BA-10 (45mm Gun 20K-1934),rwm_russian_ba_10,,180,9,0.9,18,1.4,4,#5a5f50,tracked,16,14,11,3,1.5,0.9,4,1941,BA-10 (45mm Gun 20K-1934),gun,direct,52,150,3.25,0.68,8,45,0
russian_brn2592,russian,ba_6,vehicle,,BA-6 (45mm Gun 20K-1934),rwm_russian_brn2592,,192,9,0.9,18,1.4,4,#5a5f50,tracked,16,14,11,3,1.5,0.9,4,1941,BA-6 (45mm Gun 20K-1934),gun,direct,53,150,3.25,0.68,8,45,0
russian_bronr,russian,ba_64,vehicle,,"BA-64 (1x 7,62mm MG DT)",rwm_russian_bronr,,60,9,0.9,18,1.4,2,#5a5f50,tracked,10,9,7,3,1.5,0.9,2,1941,"BA-64 (1x 7,62mm MG DT)",gun,direct,41,55,0.3,0.68,8,17,0
russian_r_m3,russian,r_m3_apc,vehicle,,"Lend-Lease M3 Halftrack (7,62mm MG DT)",rwm_russian_r_m3,,60,6.6,0.9,19,1.4,2,#5a5f50,tracked,15,13,11,3,1.5,0.9,2,1941,"Lend-Lease M3 Halftrack (7,62mm MG DT)",gun,direct,41,60,0.3,0.68,8,18,0
russian_bs3,russian,bs_3,support,,"100mm PTP BS-3-M1944 L/59,5",,,360,0.6,0.65,20,4,7,#5a5f50,,40,34,28,,,,,1941,"100mm PTP BS-3-M1944 L/59,5",at,none,,,,,,,
russian_37mm_ptp1,russian,37mm_atg,support,,37mm AT-Gun PTP 1930 L/45,,,240,1.62,0.65,12,4,5,#5a5f50,,40,34,28,,,,,1941,37mm AT-Gun PTP 1930 L/45,at,none,,,,,,,
russian_gun100r,russian,45mm_atg,support,,45mm AT-Gun PTP 1937 L/46,,,270,1.62,0.65,20,4,6,#5a5f50,,40,34,28,,,,,1941,45mm AT-Gun PTP 1937 L/46,at,none,,,,,,,
russian_afaus,russian,rg_bazooka,support,,Gwardeec Bronebojschik (M1A1 Bazooka),rwm_russian_afaus,,60,2.64,0.65,20,4,2,#5a5f50,,100,85,70,,,,,1943,Gwardeec Bronebojschik (M1A1 Bazooka),at,direct,38,450,6,0.82,10,180,0
russian_afaus_2,russian,r_bazooka,support,,Istrebitly tankov (M1A1 Bazooka),rwm_russian_afaus_2,,60,1.49,0.65,20,4,2,#5a5f50,,100,85,70,,,,,1943,Istrebitly tankov (M1A1 Bazooka),at,direct,38,450,6,0.82,10,180,0
russian_zs2,russian,zis_2,support,,PTP ZIS-2 AT gun (57mm M1941),,,270,1.25,0.65,20,4,6,#5a5f50,,40,34,28,,,,,1944,PTP ZIS-2 AT gun (57mm M1941),at,none,,,,,,,
russian_zs,russian,zis_3,support,,PTP ZIS-3 AT gun (76.2mm M1942),,,270,0.6,0.65,20,4,6,#5a5f50,,40,34,28,,,,,1944,PTP ZIS-3 AT gun (76.2mm M1942),at,none,,,,,,,
russian_gaz67bw,russian,gaz_67,vehicle,,GAZ-67 Jeep,,,42,9,0.9,17,3,2,#5a5f50,wheeled,20,17,14,,,2.5,1,1941,GAZ-67 Jeep,gun,none,,,,,,,
russian_urjeep,russian,wyllis_jeep,vehicle,,Lend-Lease Wyllis MB Jeep,,,42,9,0.9,17,3,2,#5a5f50,wheeled,20,17,14,,,2.5,1,1941,Lend-Lease Wyllis MB Jeep,gun,none,,,,,,,
russian_ussr_motik,russian,tiz_am,vehicle,,"Motorcycle TIZ-AM-600 (1x 7,62mm MG DT)",rwm_russian_ussr_motik,,30,9,0.9,25,3,2,#5a5f50,wheeled,20,17,14,,,2.5,2,1941,"Motorcycle TIZ-AM-600 (1x 7,62mm MG DT)",gun,direct,47,55,0.3,0.68,8,17,0
russian_rusaltan,russian,r_crew,infantry,,"Ekipazh (PPSh-41 7,62mm)",rwm_russian_rusaltan,,30,1.65,0.5,18,8,2,#5a5f50,,0,0,0,,,,,1941,"Ekipazh (PPSh-41 7,62mm)",gun,direct,32,40,0.3,0.68,8,0,0
russian_pilot,russian,pilot,infantry,,"Letchik (Tokarev TT-33 7,62mm)",rwm_russian_pilot,,60,1.98,0.5,18,8,2,#5a5f50,,0,0,0,,,,,1941,"Letchik (Tokarev TT-33 7,62mm)",gun,direct,32,60,0.73,0.68,8,0,0
russian_machgun,russian,heavy_mg,support,,"DSHK 1938 (12,7mm)",,,30,1.65,0.65,19,4,2,#5a5f50,,0,0,0,,,,,1941,"DSHK 1938 (12,7mm)",gun,none,,,,,,,
russian_stud,russian,studebaker,support,supply,Studebaker truck,,,144,8.58,0.65,12,4,3,#5a5f50,,0,0,0,,,,2,1941,Studebaker truck,gun,none,,,,,,,
russian_ruslkw,russian,zis_5,support,supply,ZIS-42 truck (3t),,,120,8.58,0.65,12,4,3,#5a5f50,,0,0,0,,,,2,1941,ZIS-42 truck (3t),gun,none,,,,,,,
russian_zis,russian,zis_5,support,supply,ZIS-5 truck,,,96,8.58,0.65,12,4,3,#5a5f50,,0,0,0,,,,2,1941,ZIS-5 truck,gun,none,,,,,,,
russian_agit_bron,russian,zis_6,support,supply,ZIS-6 Truck,,,96,8.58,0.65,12,4,3,#5a5f50,,0,0,0,,,,2,1941,ZIS-6 Truck,gun,none,,,,,,,
russian_zism,russian,zis_5_hospital,support,supply,Zis-5 truck (mobile hospital),,,96,8.58,0.65,12,4,3,#5a5f50,,0,0,0,,,,2,1941,Zis-5 truck (mobile hospital),gun,none,,,,,,,
russian_gu152hr,russian,d_1_152mm,support,,152mm Fieldgun GP D-1-1943 L/24,,,300,0.6,0.65,12,4,6,#5a5f50,,0,0,0,,,,,1941,152mm Fieldgun GP D-1-1943 L/24,mortar,none,,,,,,,
russian_mort160,russian,160mm,support,,160mm mortar 160-MT-13/43,,,66,0.6,0.65,17,4,2,#5a5f50,,0,0,0,,,,,1941,160mm mortar 160-MT-13/43,mortar,none,,,,,,,
russian_280mm_gaub_japan,russian,280mm,support,,280MM-KANONE,,,570,0.6,0.65,8,4,11,#5a5f50,,0,0,0,,,,,1941,280MM-KANONE,mortar,none,,,,,,,
russian_mortbr5,russian,280mm,support,,280mm G BR-5-1939 L/17 Howitzer,,,360,0.6,0.65,18,4,7,#5a5f50,,0,0,0,,,,,1941,280mm G BR-5-1939 L/17 Howitzer,mortar,none,,,,,,,
russian_305mmbr_18,russian,305mm,support,,305MM BR-18,,,576,0.6,0.65,20,4,11,#5a5f50,,0,0,0,,,,,1941,305MM BR-18,mortar,none,,,,,,,
russian_bronr2,russian,r_katya,support,,BM-13 Katyusha (16x 132mm ROCKETS),,,90,5.61,0.65,12,4,3,#5a5f50,,0,0,0,,,,2,1941,BM-13 Katyusha (16x 132mm ROCKETS),mortar,none,,,,,,,
russian_bm_31,russian,bm_31,support,,BM-31/STUDEBAKER US6 (6x 300mm Rockets),,,54,5.61,0.65,12,4,2,#5a5f50,,0,0,0,,,,2,1941,BM-31/STUDEBAKER US6 (6x 300mm Rockets),mortar,none,,,,,,,
russian_rus122,russian,122mm,support,,"Russian Howitzer (122mm G M-30 L/22,7)",,,210,0.6,0.65,20,4,5,#5a5f50,,0,0,0,,,,,1941,"Russian Howitzer (122mm G M-30 L/22,7)",mortar,none,,,,,,,
russian_mortar,russian,mortar,support,,Russian mortar 82mm 82-PM-41,,,36,1.65,0.65,17,4,2,#5a5f50,,0,0,0,,,,,1941,Russian mortar 82mm 82-PM-41,mortar,none,,,,,,,
russian_su_122,russian,su_122,support,,"SU-122 assualt howitzer (122mm M-30S L/22,7)",rwm_russian_su_122,,510,5.35,0.65,8,4,10,#5a5f50,,0,0,0,,,,5,1941,"SU-122 assualt howitzer (122mm M-30S L/22,7)",mortar,indirect,64,450,6,0.5,16,0,38
russian_76_2mm_howitzer,russian,76_2mm_arty,support,,"russian 76,2mm F-22 Light Howitzer",,,270,0.6,0.65,20,4,6,#5a5f50,,0,0,0,,,,,1941,"russian 76,2mm F-22 Light Howitzer",mortar,none,,,,,,,
russian_p_he111,russian,r_a_20,aircraft,,(R) Douglas A-20 Boston,,,700,9,0.65,10,4,12,#5a5f50,,0,0,0,,,,3,1941,(R) Douglas A-20 Boston,gun,none,,,,,,,
russian_p_a6m,russian,r_aircobra,aircraft,,Bell P-39 N Aircobra (Fighter-bomber),,,150,9,0.65,10,4,4,#5a5f50,,0,0,0,,,,1,1941,Bell P-39 N Aircobra (Fighter-bomber),gun,none,,,,,,,
russian_p_il2,russian,r_il_2_m,aircraft,,IL-2 M Sturmovik (2x Fab 100),,,360,9,0.65,10,4,7,#5a5f50,,0,0,0,,,,2,1941,IL-2 M Sturmovik (2x Fab 100),gun,none,,,,,,,
russian_p_il2_2,russian,r_il_2,aircraft,,IL-2 Sturmovik (8x Rockets),,,360,9,0.65,10,4,7,#5a5f50,,0,0,0,,,,2,1941,IL-2 Sturmovik (8x Rockets),gun,none,,,,,,,
russian_p_il2_bomber,russian,r_il_2_bomber,aircraft,,Ilyushin Il-2 M3 Sturmovik (Bomber),,,450,9,0.65,10,4,9,#5a5f50,,0,0,0,,,,2,1941,Ilyushin Il-2 M3 Sturmovik (Bomber),gun,none,,,,,,,
russian_p_jak3,russian,r_jak_3,aircraft,,Jakowlew Jak-3 Fighter,,,150,9,0.65,10,4,4,#5a5f50,,0,0,0,,,,1,1941,Jakowlew Jak-3 Fighter,gun,none,,,,,,,
russian_p_la5,russian,r_la_5,aircraft,,Lawotschkin LA-5 (Fighter),,,180,9,0.65,10,4,4,#5a5f50,,0,0,0,,,,1,1941,Lawotschkin LA-5 (Fighter),gun,none,,,,,,,
russian_p_li2rus,russian,r_li_2,aircraft,,Lissunow Li-2 Cargo-Plane,,,480,9,0.65,10,4,9,#5a5f50,,0,0,0,,,,2,1941,Lissunow Li-2 Cargo-Plane,gun,none,,,,,,,
